tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
2015173	Ooceraea biroi	105288205	0	live	LOC105288205	X777_13327	poly(A)-specific ribonuclease PARN	poly(A)-specific ribonuclease PARN		Un							
2015173	Ooceraea biroi	105288203	0	live	LOC105288203	X777_13326	uncharacterized LOC105288203	uncharacterized protein LOC105288203		Un							
2015173	Ooceraea biroi	105288202	0	live	LOC105288202	X777_13325	neuroendocrine convertase 2	neuroendocrine convertase 2		Un							
2015173	Ooceraea biroi	105288201	0	live	LOC105288201	X777_07549	uncharacterized LOC105288201	uncharacterized protein LOC105288201		Un							
2015173	Ooceraea biroi	105288200	0	live	LOC105288200	X777_13324	neprilysin-1	neprilysin-1|Endothelin-converting enzyme		Un							
2015173	Ooceraea biroi	105288199	0	live	LOC105288199	X777_13323	glutathione S-transferase omega-1	glutathione S-transferase omega-1		Un							
2015173	Ooceraea biroi	105288198	0	live	LOC105288198	X777_13322	mediator of RNA polymerase II transcription subunit 23	mediator of RNA polymerase II transcription subunit 23		Un							
2015173	Ooceraea biroi	105288197	0	live	LOC105288197	X777_13318	transcriptional regulator ATRX	transcriptional regulator ATRX|uncharacterized protein LOC105288197|Insulin-like growth factor 1 receptor		Un							
2015173	Ooceraea biroi	105288196	0	live	LOC105288196	X777_13319	WD repeat-containing protein 13	WD repeat-containing protein 13		Un							
2015173	Ooceraea biroi	105288195	0	live	LOC105288195	X777_07545	glutaryl-CoA dehydrogenase, mitochondrial	glutaryl-CoA dehydrogenase, mitochondrial		Un							
2015173	Ooceraea biroi	105288194	0	live	LOC105288194	X777_13320	protein lingerer	protein lingerer		Un							
2015173	Ooceraea biroi	105288193	0	live	LOC105288193	X777_13317	probable methyltransferase BMT2 homolog	probable methyltransferase BMT2 homolog|probable methyltransferase BTM2 homolog		Un							
2015173	Ooceraea biroi	105288192	0	live	LOC105288192	X777_13316	60S ribosomal protein L28	60S ribosomal protein L28		Un							
2015173	Ooceraea biroi	105288190	0	live	LOC105288190	X777_13315	ejaculatory bulb-specific protein 3	ejaculatory bulb-specific protein 3		Un							
2015173	Ooceraea biroi	105288189	0	live	LOC105288189	X777_04592	polyphosphoinositide phosphatase	polyphosphoinositide phosphatase		Un							
2015173	Ooceraea biroi	105288188	0	live	LOC105288188	X777_13312	leucine-rich repeat-containing protein 24	leucine-rich repeat-containing protein 24|Immunoglobulin superfamily containing leucine-rich repeat protein		Un							
2015173	Ooceraea biroi	105288187	0	live	LOC105288187	X777_13310	uncharacterized LOC105288187	uncharacterized protein LOC105288187|PR domain zinc finger protein		Un							
2015173	Ooceraea biroi	105288184	0	live	LOC105288184	X777_13306	potassium voltage-gated channel protein Shaker	potassium voltage-gated channel protein Shaker		Un							
2015173	Ooceraea biroi	105288182	0	live	LOC105288182	X777_07547	caveolin-3	caveolin-3		Un							
2015173	Ooceraea biroi	105288177	0	live	LOC105288177	X777_13302	U1 small nuclear ribonucleoprotein 70 kDa	U1 small nuclear ribonucleoprotein 70 kDa		Un							
2015173	Ooceraea biroi	105288176	0	live	LOC105288176	X777_13299	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit|UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase subunit		Un							
2015173	Ooceraea biroi	105288175	0	live	LOC105288175	X777_13298	nucleoside diphosphate kinase	nucleoside diphosphate kinase		Un							
2015173	Ooceraea biroi	105288174	0	live	LOC105288174	X777_13297	lipopolysaccharide-induced tumor necrosis factor-alpha factor	lipopolysaccharide-induced tumor necrosis factor-alpha factor		Un							
2015173	Ooceraea biroi	105288173	0	live	LOC105288173	X777_13296	uncharacterized LOC105288173	uncharacterized protein LOC105288173|Reticulocyte-binding protein 2-like protein a		Un							
2015173	Ooceraea biroi	105288171	0	live	LOC105288171	X777_13295	titin homolog	titin homolog		Un							
2015173	Ooceraea biroi	105288170	0	live	LOC105288170	X777_13294	phosphatidylinositol 3-kinase catalytic subunit type 3	phosphatidylinositol 3-kinase catalytic subunit type 3		Un							
2015173	Ooceraea biroi	105288169	0	live	LOC105288169	X777_13289	atrial natriuretic peptide-converting enzyme	atrial natriuretic peptide-converting enzyme		Un							
2015173	Ooceraea biroi	105288168	0	live	LOC105288168	X777_13290	pilosulin-3a	pilosulin-3a		Un							
2015173	Ooceraea biroi	105288167	0	live	LOC105288167	X777_13291	pilosulin-1	pilosulin-1		Un							
2015173	Ooceraea biroi	105288165	0	live	LOC105288165	X777_13292	pilosulin-3a	pilosulin-3a|Pilosulin-1		Un							
2015173	Ooceraea biroi	105288163	0	live	LOC105288163	X777_13286	zinc finger protein ZIC 4	zinc finger protein ZIC 4|Pair-rule protein odd-paired		Un							
2015173	Ooceraea biroi	105288162	0	live	LOC105288162	X777_13282	DCN1-like protein 1	DCN1-like protein 1		Un							
2015173	Ooceraea biroi	105288161	0	live	LOC105288161	X777_13283	exostosin-3	LOW QUALITY PROTEIN: exostosin-3		Un							
2015173	Ooceraea biroi	105288160	0	live	LOC105288160	X777_07543	uncharacterized LOC105288160	uncharacterized protein LOC105288160		Un							
2015173	Ooceraea biroi	105288159	0	live	LOC105288159	X777_13284	regulating synaptic membrane exocytosis protein 2	regulating synaptic membrane exocytosis protein 1|regulating synaptic membrane exocytosis protein 2		Un							
2015173	Ooceraea biroi	105288158	0	live	LOC105288158	X777_13281	tripeptidyl-peptidase 2	tripeptidyl-peptidase 2		Un							
2015173	Ooceraea biroi	105288156	0	live	LOC105288156	X777_13280	UDP-glucuronic acid decarboxylase 1	UDP-glucuronic acid decarboxylase 1		Un							
2015173	Ooceraea biroi	105288155	0	live	LOC105288155	X777_13277	extracellular sulfatase SULF-1 homolog	extracellular sulfatase SULF-1 homolog|Extracellular sulfatase SULF-1-like protein		Un							
2015173	Ooceraea biroi	105288154	0	live	LOC105288154	X777_13276	UPF0544 protein C5orf45 homolog	UPF0544 protein C5orf45 homolog		Un							
2015173	Ooceraea biroi	105288153	0	live	LOC105288153	X777_13275	uncharacterized LOC105288153	uncharacterized protein LOC105288153		Un							
2015173	Ooceraea biroi	105288151	0	live	LOC105288151	X777_14648	receptor-type tyrosine-protein phosphatase zeta	receptor-type tyrosine-protein phosphatase zeta|Receptor-type tyrosine-protein phosphatase F		Un							
2015173	Ooceraea biroi	105288150	0	live	LOC105288150	X777_14645	transcription factor CP2-like protein 1	transcription factor CP2-like protein 1|Upstream-binding protein		Un							
2015173	Ooceraea biroi	105288149	0	live	LOC105288149	X777_14617	uncharacterized LOC105288149	uncharacterized protein LOC105288149|Protein G12		Un							
2015173	Ooceraea biroi	105288148	0	live	LOC105288148	X777_14601	uncharacterized LOC105288148	uncharacterized protein LOC105288148		Un							
2015173	Ooceraea biroi	105288146	0	live	LOC105288146	X777_14571	dynein beta chain, ciliary	LOW QUALITY PROTEIN: dynein beta chain, ciliary		Un							
2015173	Ooceraea biroi	105288145	0	live	LOC105288145	X777_14556, Hexamerin	uncharacterized LOC105288145	uncharacterized protein LOC105288145|Arylphorin subunit alpha		Un							
2015173	Ooceraea biroi	105288144	0	live	LOC105288144	X777_14647	probable inactive tRNA-specific adenosine deaminase-like protein 3	probable inactive tRNA-specific adenosine deaminase-like protein 3|tRNA-specific adenosine deaminase-like protein		Un							
2015173	Ooceraea biroi	105288143	0	live	LOC105288143	X777_14644	uncharacterized LOC105288143	uncharacterized protein LOC105288143		Un							
2015173	Ooceraea biroi	105288142	0	live	LOC105288142	X777_14643	uncharacterized LOC105288142	uncharacterized protein LOC105288142		Un							
2015173	Ooceraea biroi	105288141	0	live	LOC105288141	X777_14642	glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial	glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial|Glutamyl-tRNA(Gln) amidotransferase subunit A-like protein		Un							
2015173	Ooceraea biroi	105288140	0	live	LOC105288140	X777_14638	kazrin	kazrin|liprin-beta-1|liprin-beta-2		Un							
2015173	Ooceraea biroi	105288138	0	live	LOC105288138	X777_14637	transcriptional repressor CTCFL	transcriptional repressor CTCFL|Transcriptional repressor CTCF		Un							
2015173	Ooceraea biroi	105288137	0	live	LOC105288137	X777_14625	uncharacterized LOC105288137	uncharacterized protein LOC105288137|Puratrophin-1		Un							
2015173	Ooceraea biroi	105288136	0	live	LOC105288136	X777_14626	uncharacterized LOC105288136										
2015173	Ooceraea biroi	105288134	0	live	LOC105288134	X777_14633	protein G12	protein G12		Un							
2015173	Ooceraea biroi	105288131	0	live	LOC105288131	X777_14624	syntaxin-17	syntaxin-17		Un							
2015173	Ooceraea biroi	105288130	0	live	LOC105288130	X777_14623	farnesol dehydrogenase	farnesol dehydrogenase		Un							
2015173	Ooceraea biroi	105288129	0	live	LOC105288129	X777_14622	uncharacterized LOC105288129	uncharacterized protein LOC105288129		Un							
2015173	Ooceraea biroi	105288127	0	live	LOC105288127	X777_14621	uncharacterized LOC105288127	uncharacterized protein LOC105288127		Un							
2015173	Ooceraea biroi	105288126	0	live	LOC105288126	X777_14620	uncharacterized LOC105288126	uncharacterized protein LOC105288126		Un							
2015173	Ooceraea biroi	105288125	0	live	LOC105288125	X777_14618	uncharacterized LOC105288125	uncharacterized protein LOC105288125|Protein G12		Un							
2015173	Ooceraea biroi	105288124	0	live	LOC105288124	X777_07542	catenin delta-2	catenin delta-2		Un							
2015173	Ooceraea biroi	105288123	0	live	LOC105288123	X777_14609	Krueppel-like factor 6	Krueppel-like factor 6		Un							
2015173	Ooceraea biroi	105288122	0	live	LOC105288122	X777_14606	protein Shroom	protein Shroom|Protein Shroom2		Un							
2015173	Ooceraea biroi	105288120	0	live	LOC105288120	X777_04584	protein turtle	protein turtle		Un							
2015173	Ooceraea biroi	105288119	0	live	LOC105288119	X777_14598	uncharacterized LOC105288119	uncharacterized protein LOC105288119		Un							
2015173	Ooceraea biroi	105288118	0	live	LOC105288118	X777_14596	stress-associated endoplasmic reticulum protein 2	stress-associated endoplasmic reticulum protein 2		Un							
2015173	Ooceraea biroi	105288117	0	live	LOC105288117	X777_14597	transmembrane 9 superfamily member 3	transmembrane 9 superfamily member 3		Un							
2015173	Ooceraea biroi	105288116	0	live	LOC105288116	X777_14594	uncharacterized LOC105288116	uncharacterized protein LOC105288116		Un							
2015173	Ooceraea biroi	105288115	0	live	LOC105288115	X777_14593	protein AAR2 homolog	protein AAR2 homolog		Un							
2015173	Ooceraea biroi	105288114	0	live	LOC105288114	X777_07539	replication factor C subunit 4	replication factor C subunit 4		Un							
2015173	Ooceraea biroi	105288113	0	live	LOC105288113	X777_14590	tropomyosin	tropomyosin		Un							
2015173	Ooceraea biroi	105288112	0	live	LOC105288112	X777_14592	uncharacterized LOC105288112	uncharacterized protein LOC105288112		Un							
2015173	Ooceraea biroi	105288111	0	live	LOC105288111	X777_14588	sorting nexin-2	sorting nexin-2		Un							
2015173	Ooceraea biroi	105288110	0	live	LOC105288110	X777_14589	histone PARylation factor 1	histone PARylation factor 1|UPF0609 protein C4orf27 homolog		Un							
2015173	Ooceraea biroi	105288109	0	live	LOC105288109	X777_14587	GSK3-beta interaction protein	GSK3-beta interaction protein		Un							
2015173	Ooceraea biroi	105288108	0	live	LOC105288108	X777_14586	protein-associating with the carboxyl-terminal domain of ezrin	protein-associating with the carboxyl-terminal domain of ezrin		Un							
2015173	Ooceraea biroi	105288107	0	live	LOC105288107	X777_14582	coiled-coil domain-containing protein 174	coiled-coil domain-containing protein 174		Un							
2015173	Ooceraea biroi	105288106	0	live	LOC105288106	X777_14583	sarcosine dehydrogenase, mitochondrial	sarcosine dehydrogenase, mitochondrial		Un							
2015173	Ooceraea biroi	105288105	0	live	LOC105288105	X777_14584	peptidyl-prolyl cis-trans isomerase-like 3	peptidyl-prolyl cis-trans isomerase-like 3|Peptidyl-prolyl cis-trans isomerase-like protein		Un							
2015173	Ooceraea biroi	105288104	0	live	LOC105288104	X777_07534	elongation factor Ts, mitochondrial	elongation factor Ts, mitochondrial		Un							
2015173	Ooceraea biroi	105288103	0	live	LOC105288103	X777_14585	protein PRRC2C	protein PRRC2C|Protein PRRC2A		Un							
2015173	Ooceraea biroi	105288102	0	live	LOC105288102	X777_14581	non-structural maintenance of chromosomes element 1 homolog	non-structural maintenance of chromosomes element 1 homolog		Un							
2015173	Ooceraea biroi	105288101	0	live	LOC105288101	X777_14579	ubiquitin-40S ribosomal protein S27a	ubiquitin-40S ribosomal protein S27a|Ribosome biogenesis protein NSA2-like protein		Un							
2015173	Ooceraea biroi	105288100	0	live	LOC105288100	X777_14578	GRAM domain-containing protein 1B	GRAM domain-containing protein 1B		Un							
2015173	Ooceraea biroi	105288099	0	live	LOC105288099	X777_14577	ribosome biogenesis protein TSR3 homolog	ribosome biogenesis protein TSR3 homolog		Un							
2015173	Ooceraea biroi	105288098	0	live	LOC105288098	X777_14576	THAP domain-containing protein 2	THAP domain-containing protein 2		Un							
2015173	Ooceraea biroi	105288097	0	live	LOC105288097	X777_07537	villin-1	villin-1		Un							
2015173	Ooceraea biroi	105288096	0	live	LOC105288096	X777_14568	2-oxoglutarate and iron-dependent oxygenase domain-containing protein 3	2-oxoglutarate and iron-dependent oxygenase domain-containing protein 3|PKHD domain-containing transmembrane protein-like protein		Un							
2015173	Ooceraea biroi	105288095	0	live	LOC105288095	X777_14569	MIP18 family protein CG30152	MIP18 family protein CG30152		Un							
2015173	Ooceraea biroi	105288093	0	live	LOC105288093	X777_14570	serine protease snake	serine protease snake		Un							
2015173	Ooceraea biroi	105288092	0	live	LOC105288092	X777_14574	forkhead box C1-B	forkhead box C1-B|Fork head domain-containing protein FD4		Un							
2015173	Ooceraea biroi	105288091	0	live	LOC105288091	X777_14575	geranylgeranyl transferase type-2 subunit beta	geranylgeranyl transferase type-2 subunit beta		Un							
2015173	Ooceraea biroi	105288090	0	live	LOC105288090	X777_14567	fatty acid synthase	fatty acid synthase		Un							
2015173	Ooceraea biroi	105288089	0	live	LOC105288089	X777_14565	IQ and AAA domain-containing protein 1	IQ and AAA domain-containing protein 1		Un							
2015173	Ooceraea biroi	105288088	0	live	LOC105288088	X777_07538	proteasome subunit beta type-7	proteasome subunit beta type-7		Un							
2015173	Ooceraea biroi	105288087	0	live	LOC105288087	X777_14566	uncharacterized LOC105288087	uncharacterized protein LOC105288087		Un							
2015173	Ooceraea biroi	105288086	0	live	LOC105288086	X777_14564	COP9 signalosome complex subunit 3	COP9 signalosome complex subunit 3		Un							
2015173	Ooceraea biroi	105288085	0	live	LOC105288085	X777_14563	nicotinamide riboside kinase 1	nicotinamide riboside kinase 1		Un							
2015173	Ooceraea biroi	105288084	0	live	LOC105288084	X777_14561	uncharacterized LOC105288084	uncharacterized protein LOC105288084		Un							
2015173	Ooceraea biroi	105288083	0	live	LOC105288083	X777_14562	dolichol phosphate-mannose biosynthesis regulatory protein	dolichol phosphate-mannose biosynthesis regulatory protein		Un							
2015173	Ooceraea biroi	105288082	0	live	LOC105288082	Hexamerin	larval serum protein 1 alpha chain	larval serum protein 1 alpha chain		Un							
2015173	Ooceraea biroi	105288080	0	live	LOC105288080	X777_14559	uncharacterized LOC105288080	uncharacterized protein LOC105288080		Un							
2015173	Ooceraea biroi	105288079	0	live	LOC105288079	X777_14560	peroxisomal N(1)-acetyl-spermine/spermidine oxidase	peroxisomal N(1)-acetyl-spermine/spermidine oxidase		Un							
2015173	Ooceraea biroi	105288078	0	live	LOC105288078	X777_14555	WD repeat-containing protein 43	WD repeat-containing protein 43		Un							
2015173	Ooceraea biroi	105288077	0	live	LOC105288077	X777_14551	uncharacterized LOC105288077	uncharacterized protein LOC105288077		Un							
2015173	Ooceraea biroi	105288076	0	live	LOC105288076	X777_14553	ubiquitin domain-containing protein UBFD1	ubiquitin domain-containing protein UBFD1		Un							
2015173	Ooceraea biroi	105288073	0	live	LOC105288073	X777_14554	uncharacterized LOC105288073	uncharacterized protein LOC105288073		Un							
2015173	Ooceraea biroi	105288072	0	live	LOC105288072	X777_14549	WW domain-binding protein 2	WW domain-binding protein 2		Un							
2015173	Ooceraea biroi	105288071	0	live	LOC105288071	X777_07528	uncharacterized LOC105288071	uncharacterized protein LOC105288071|Cysteine/serine-rich nuclear protein		Un							
2015173	Ooceraea biroi	105288070	0	live	LOC105288070	X777_14547	serine/threonine-protein kinase ICK	serine/threonine-protein kinase ICK		Un							
2015173	Ooceraea biroi	105288069	0	live	LOC105288069	X777_14548	equilibrative nucleoside transporter 4	equilibrative nucleoside transporter 4		Un							
2015173	Ooceraea biroi	105288068	0	live	LOC105288068	X777_14545	uncharacterized LOC105288068	uncharacterized protein LOC105288068|Supervillin		Un							
2015173	Ooceraea biroi	105288067	0	live	LOC105288067	X777_14542	60S ribosomal protein L30	60S ribosomal protein L30		Un							
2015173	Ooceraea biroi	105288066	0	live	LOC105288066	X777_14544	transcription initiation factor TFIID subunit 12	transcription initiation factor TFIID subunit 12		Un							
2015173	Ooceraea biroi	105288065	0	live	LOC105288065	X777_14541	zinc finger protein 271	zinc finger protein 271		Un							
2015173	Ooceraea biroi	105288064	0	live	LOC105288064	X777_14540	uncharacterized LOC105288064	uncharacterized protein LOC105288064		Un							
2015173	Ooceraea biroi	105288063	0	live	LOC105288063	X777_14539	protein germ cell-less	protein germ cell-less		Un							
2015173	Ooceraea biroi	105288061	0	live	LOC105288061	X777_14413	uncharacterized LOC105288061	uncharacterized protein LOC105288061|Reticulocyte-binding protein 2-like protein a		Un							
2015173	Ooceraea biroi	105288060	0	live	LOC105288060	X777_14417	uncharacterized LOC105288060	uncharacterized protein LOC105288060|Synaptotagmin-12		Un							
2015173	Ooceraea biroi	105288059	0	live	LOC105288059	X777_14418	52 kDa repressor of the inhibitor of the protein kinase	52 kDa repressor of the inhibitor of the protein kinase		Un							
2015173	Ooceraea biroi	105288058	0	live	LOC105288058	X777_07529	class E basic helix-loop-helix protein 23	class E basic helix-loop-helix protein 23		Un							
2015173	Ooceraea biroi	105288057	0	live	LOC105288057	X777_14416	vacuolar protein-sorting-associated protein 36	vacuolar protein-sorting-associated protein 36		Un							
2015173	Ooceraea biroi	105288056	0	live	LOC105288056	X777_14414	zinc finger CCHC-type and RNA-binding motif-containing protein 1	zinc finger CCHC-type and RNA-binding motif-containing protein 1		Un							
2015173	Ooceraea biroi	105288055	0	live	LOC105288055	X777_14415	myotubularin-related protein 13	myotubularin-related protein 13		Un							
2015173	Ooceraea biroi	105288054	0	live	LOC105288054	X777_14412	protein RRNAD1	protein RRNAD1		Un							
2015173	Ooceraea biroi	105288048	0	live	LOC105288048	X777_14239	MYCBP-associated protein-like	MYCBP-associated protein									
2015173	Ooceraea biroi	105288047	0	live	LOC105288047	X777_14284	splicing factor 45	splicing factor 45		Un							
2015173	Ooceraea biroi	105288046	0	live	LOC105288046	X777_14285	alpha-1,3/1,6-mannosyltransferase ALG2	alpha-1,3/1,6-mannosyltransferase ALG2|Alpha-1,3-mannosyltransferase ALG2		Un							
2015173	Ooceraea biroi	105288045	0	live	LOC105288045	X777_14283	uncharacterized LOC105288045	uncharacterized protein LOC105288045|SUN domain-containing protein		Un							
2015173	Ooceraea biroi	105288043	0	live	LOC105288043	X777_14282	short stature homeobox protein 2	short stature homeobox protein 2		Un							
2015173	Ooceraea biroi	105288041	0	live	LOC105288041	X777_14280	transmembrane protein 209	transmembrane protein 209		Un							
2015173	Ooceraea biroi	105288040	0	live	LOC105288040	X777_14279	zinc finger protein 91	zinc finger protein 91		Un							
2015173	Ooceraea biroi	105288039	0	live	LOC105288039	X777_14277	MAD2L1-binding protein	MAD2L1-binding protein		Un							
2015173	Ooceraea biroi	105288038	0	live	LOC105288038	X777_14278	uncharacterized LOC105288038	uncharacterized protein LOC105288038|Serendipity locus protein alpha		Un							
2015173	Ooceraea biroi	105288037	0	live	LOC105288037	X777_14276	probable alpha-ketoglutarate-dependent hypophosphite dioxygenase	uncharacterized protein LOC105288037|putative alpha-ketoglutarate-dependent hypophosphite dioxygenase		Un							
2015173	Ooceraea biroi	105288036	0	live	LOC105288036	X777_14275	uncharacterized LOC105288036	uncharacterized protein LOC105288036|Protein hairless		Un							
2015173	Ooceraea biroi	105288035	0	live	LOC105288035	X777_14274	metastasis-associated protein MTA2	metastasis-associated protein MTA2|metastasis-associated protein MTA3|Metastasis-associated protein MTA1		Un							
2015173	Ooceraea biroi	105288034	0	live	LOC105288034	X777_14271	homeobox protein 4	homeobox protein 4|protein distal antenna-related|Protein distal antenna		Un							
2015173	Ooceraea biroi	105288033	0	live	LOC105288033	X777_14272	coiled-coil domain-containing protein lobo homolog										
2015173	Ooceraea biroi	105288031	0	live	LOC105288031	X777_14267	putative FERM domain-containing protein FRMD8P1	putative FERM domain-containing protein FRMD8P1|FERM domain-containing protein		Un							
2015173	Ooceraea biroi	105288030	0	live	LOC105288030	X777_14269	dynein regulatory complex subunit 7	dynein regulatory complex subunit 7		Un							
